"Nombre_archivo_neris","Procedencia","Biosample","type","type2","Organization","PublicationDate","Isolation_source","Collection_date_ORG","Lat","Lon","City","Country","Continent","Bioproject","Collection_year","Collection_month","Collection_day"
"GCA_021901665.1",NA,"SAMN20951497","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2013-08-05,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2013,8,5
"GCA_021901395.1",NA,"SAMN20951487","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-04-08,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,4,8
"GCA_021901095.1",NA,"SAMN20951473","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2013-07-15,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2013,7,15
"GCA_021901155.1",NA,"SAMN20951475","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-04-26,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,4,26
"GCA_021902015.1",NA,"SAMN20951509","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-05-20,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,5,20
"GCA_022502665.1",NA,"SAMN25244042","SPAIN042022","BD","U.S. Geological Survey","2022/02/24","Animal",2019-01-01,"40.463667","-3.74922",NA,"Spain","Europe","PRJNA800400",2019,1,1
"GCA_021901295.1",NA,"SAMN20951483","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2012-02-24,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2012,2,24
"GCA_021900235.1",NA,"SAMN20951524","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-10-06,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,10,6
"GCA_021900275.1",NA,"SAMN20951527","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-10-03,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,10,3
"GCA_021901915.1",NA,"SAMN20951506","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2013-06-10,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2013,6,10
"GCA_021902055.1",NA,"SAMN20951510","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-11-07,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,11,7
"GCA_021902275.1",NA,"SAMN20951517","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2013-10-14,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2013,10,14
"GCA_021900575.1",NA,"SAMN20951538","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-07-15,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,7,15
"GCA_021901115.1",NA,"SAMN20951474","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2013-08-06,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2013,8,6
"GCA_021901335.1",NA,"SAMN20951484","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2012-08-28,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2012,8,28
"GCA_021900875.1",NA,"SAMN20951550","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2015-09-30,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2015,9,30
"GCA_022503605.1",NA,"SAMN25244071","SPAIN042022","BD","U.S. Geological Survey","2022/02/24","Animal",2019-01-01,"40.463667","-3.74922",NA,"Spain","Europe","PRJNA800400",2019,1,1
"GCA_022504345.1",NA,"SAMN25244086","SPAIN042022","BD","U.S. Geological Survey","2022/02/24","Animal",2019-01-01,"40.463667","-3.74922",NA,"Spain","Europe","PRJNA800400",2019,1,1
"GCA_022502625.1",NA,"SAMN25244041","SPAIN042022","BD","U.S. Geological Survey","2022/02/24","Animal",2019-01-01,"40.463667","-3.74922",NA,"Spain","Europe","PRJNA800400",2019,1,1
"GCA_022502905.1",NA,"SAMN25244085","SPAIN042022","BD","U.S. Geological Survey","2022/02/24","Animal",2019-01-01,"40.463667","-3.74922",NA,"Spain","Europe","PRJNA800400",2019,1,1
"GCA_021901775.1",NA,"SAMN20951502","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2013-12-02,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2013,12,2
"GCA_021902075.1",NA,"SAMN20951511","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2013-11-18,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2013,11,18
"GCA_021900475.1",NA,"SAMN20951463","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2015-05-16,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2015,5,16
"GCA_021900835.1",NA,"SAMN20951548","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-01-08,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,1,8
"GCA_021901535.1",NA,"SAMN20951491","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-11-06,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,11,6
"GCA_021901875.1",NA,"SAMN20951505","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-04-12,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,4,12
"GCA_022502605.1",NA,"SAMN25244039","SPAIN042022","BD","U.S. Geological Survey","2022/02/24","Animal",2019-01-01,"40.463667","-3.74922",NA,"Spain","Europe","PRJNA800400",2019,1,1
"GCA_021901135.1",NA,"SAMN20951476","SPAIN042022","BD","Hospital Universitario La Paz","2021/10/05","Human",2014-06-03,"40.4167754","-3.7037902"," Madrid","Spain","Europe","PRJNA757198",2014,6,3
"GCA_022502945.1",NA,"SAMN25244084","SPAIN042022","BD","U.S. Geological Survey","2022/02/24","Animal",2019-01-01,"40.463667","-3.74922",NA,"Spain","Europe","PRJNA800400",2019,1,1
"GCF_000364385.3",NA,"SAMN02152539","NCBI","BD","Kelly P. Williams","2013/05/22","Human",2010-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA183901",2010,1,1
"GCF_000689275.1",NA,"SAMEA3139002","NCBI","BD","EBI","2014/11/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCF_000710075.1",NA,"SAMN02689125","NCBI","BD","The First Affiliated Hospital, School of Medicine, Zhejiang University","2014/03/14","Human",2012-02-28,"30.2741499","120.15515"," Hangzhou","China","Asia",NA,2012,2,28
"GCF_000710095.1",NA,"SAMN02767132","NCBI","BD","University of Michigan","2014/05/07","Animal",2004-01-01,"47.6062095","-122.3320708"," University of Washington Seattle, WA","USA","Americas","PRJNA246374",2004,1,1
"GCF_000722485.1",NA,"SAMN02808712","NCBI","BD","Hospital Universitary 12 de octubre","2014/05/30","Human",2012-05-01,"40.4167754","-3.7037902"," Madrid","Spain","Europe",NA,2012,5,1
"GCF_000735285.1",NA,"SAMN02768808","NCBI","BD","University of Michigan","2014/05/09","Human",1981-04-29,"41.658974","-91.547979"," University of Iowa Hospitals and Clinics Iowa City, IA","USA","Americas","PRJNA246609",1981,4,29
"GCF_000738865.1",NA,"SAMN02900563","NCBI","BD","Walter Reed Army Institute of Research","2014/07/02","Human",2012-03-07,"37.09024","-95.712891",NA,"USA","Americas","PRJNA254180",2012,3,7
"GCF_000738875.1",NA,"SAMN02900562","NCBI","BD","Walter Reed Army Institute of Research","2014/07/02","Human",2012-02-16,"37.09024","-95.712891",NA,"USA","Americas","PRJNA254180",2012,2,16
"GCF_000739495.1",NA,"SAMN02777842","NCBI","BD","FNLCR","2014/05/14","Human",2012-01-01,"37.09024","-95.712891"," HHS Region 5","USA","Americas",NA,2012,1,1
"GCF_000742135.1",NA,"SAMN02870152","NCBI","BD","Los Alamos National Laboratory","2014/08/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCF_000747055.1",NA,"SAMN02983086","NCBI","BD","University of Malaya","2014/08/12","Human",2013-06-03,"4.210484","101.975766",NA,"Malaysia","Asia",NA,2013,6,3
"GCF_000755605.1",NA,"SAMN02798558","NCBI","BD","Northwestern University Feinberg School of Medicine","2014/05/23","Human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCF_000763925.1",NA,"SAMN02996355","NCBI","BD","CDPH","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324","California","USA","Americas",NA,2014,6,1
"GCF_000763935.1",NA,"SAMN02996354","NCBI","BD","CDPH","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324","California","USA","Americas",NA,2014,6,1
"GCF_000764615.1",NA,"SAMN02885365","NCBI","BD","University of Oxford","2014/09/29","Human",2011-08-16,"28.394857","84.124008",NA,"Nepal","Asia","PRJNA253300",2011,8,16
"GCF_000764635.1",NA,"SAMN02776996","NCBI","BD","The Forsyth Institute","2014/07/01","Human",2012-07-18,"29.4251905","-98.4945922"," San Antonio, TX","USA","Americas",NA,2012,7,18
"GCF_000766125.1",NA,"SAMN02978814","NCBI","BD","University of Malaya","2014/08/08","Human",2013-06-18,"4.210484","101.975766",NA,"Malaysia","Asia",NA,2013,6,18
"GCF_000775955.1",NA,"SAMN02649400","NCBI","BD","Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University","2014/11/15","Human",2013-12-13,"30.2741499","120.15515","Hangzhou","China","Asia",NA,2013,12,13
"GCF_000783515.2",NA,"SAMN02934538","NCBI","BD","US Food and Drug Administration","2014/07/24","Human",2013-11-07,"37.09024","-95.712891",NA,"USA","Americas","PRJNA231221",2013,11,7
"GCF_000785625.1",NA,"SAMN03014686","NCBI","BD","China CDC","2014/09/02","Human",2013-09-20,"25.0452999","102.7097299"," Yunnan Province","China","Asia","PRJNA259998",2013,9,20
"GCF_000787995.1",NA,"SAMN03076171","NCBI","BD","Miami University","2014/09/23","Human",2006-11-11,"29.4549745","-98.4421735","Fort Sam Houston","USA","Americas","PRJNA261239",2006,11,11
"GCF_000788005.1",NA,"SAMN03076169","NCBI","BD","Miami University","2014/09/23","Human",2007-10-07,"29.4549745","-98.4421735"," Fort Sam Houston","USA","Americas","PRJNA261239",2007,10,7
"GCF_000788025.1",NA,"SAMN03078684","NCBI","BD","Miami University","2014/12/05","Human",NA,"39.0016314","-77.0935133","Walter Reed Army Medical Center","USA","Americas","PRJNA261239",NA,NA,NA
"GCF_000805735.1",NA,"SAMN03144673","NCBI","BD","IOC- FIOCRUZ","2014/10/27","Human",2013-07-01,"-14.235004","-51.92528",NA,"Brazil","Americas",NA,2013,7,1
"GCF_000807475.1",NA,"SAMN03067421","NCBI","BD","JCVI","2014/09/12","Human",2012-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA259789",2012,1,1
"GCF_000807495.1",NA,"SAMN03067422","NCBI","BD","JCVI","2014/09/12","Human",2012-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA259789",2012,1,1
"GCF_000807515.1",NA,"SAMN03255440","NCBI","BD","JCVI","2014/12/08","Human",2012-01-01,"4.570868","-74.297333",NA,"Colombia","Americas","PRJNA259791",2012,1,1
"GCF_000812525.1",NA,"SAMN03261529","NCBI","BD","University of Malaya","2014/12/10","Environment",2014-09-15,"3.0738379","101.5183469"," Selangor","Malaysia","Asia",NA,2014,9,15
"GCF_000814305.1",NA,"SAMN03067424","NCBI","BD","JCVI","2014/09/12","Human",2011-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA259789",2011,1,1
"GCF_000817855.1",NA,"SAMN03271887","NCBI","BD","The University of Queensland","2014/12/22","Human",2012-07-01,"-36.9847807","143.3906074"," Victoria","Australia","Oceania",NA,2012,7,1
"GCF_000818615.1",NA,"SAMN03278119","NCBI","BD","The University of Queensland","2015/01/08","Human",2014-07-01,"-27.4704528","153.0260341"," Brisbane","Australia","Oceania",NA,2014,7,1
"GCF_000826605.1",NA,"SAMEA3140027","NCBI","BD","EBI","2014/11/21","Human",2010-03-10,"43.296482","5.36978","Marseille","France","Europe",NA,2010,3,10
"GCF_000826795.1",NA,"SAMN03075675","NCBI","BD","University of Minnesota","2014/09/23","Animal",2012-07-01,"37.09024","-95.712891",NA,"USA","Americas",NA,2012,7,1
"GCF_000943095.1",NA,"SAMEA2072940","NCBI","BD","EBI","2013/10/07","Human",2012-01-01,"28.394857","84.124008",NA,"Nepal","Asia",NA,2012,1,1
"GCF_000943155.1",NA,"SAMEA2064505","NCBI","BD","EBI","2013/07/22","Human",2012-01-01,"28.394857","84.124008",NA,"Nepal","Asia",NA,2012,1,1
"GCF_000949515.1",NA,"SAMN03323314","NCBI","BD","Shanghai Jiao Tong University","2015/02/04",NA,2014-06-30,"51.165691","10.451526",NA,"Germany","Europe",NA,2014,6,30
"GCF_000956385.1",NA,"SAMN02996353","NCBI","BD","CDPH","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324","California","USA","Americas",NA,2014,6,1
"GCF_000956395.1",NA,"SAMN02996352","NCBI","BD","California Department of Public Health","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324"," California","USA","Americas",NA,2014,6,1
"GCF_000958945.1",NA,"SAMN02996354","NCBI","BD","CDPH","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324","California","USA","Americas",NA,2014,6,1
"GCF_000958955.1",NA,"SAMN02996353","NCBI","BD","CDPH","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324","California","USA","Americas",NA,2014,6,1
"GCF_000958965.1",NA,"SAMN02996355","NCBI","BD","CDPH","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324","California","USA","Americas",NA,2014,6,1
"GCF_000958975.1",NA,"SAMN02996352","NCBI","BD","California Department of Public Health","2014/08/16","Human",2014-06-01,"36.778261","-119.4179324"," California","USA","Americas",NA,2014,6,1
"GCF_000968155.1",NA,"SAMEA3283117","NCBI","BD","EBI","2015/03/05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCF_000971075.1",NA,"SAMN03451033","NCBI","BD","Centers for Disease Control and Prevention","2015/03/30","Human",2014-03-01,"41.6032207","-73.087749"," Connecticut","USA","Americas",NA,2014,3,1
"GCF_001022035.1",NA,"SAMN03024610","NCBI","BD","University of Oxford","2015/01/30","Human",2011-03-01,"37.4315734","-78.6568942","Virginia","USA","Americas","PRJNA246471",2011,3,1
"GCF_001022175.1",NA,"SAMN03024590","NCBI","BD","University of Oxford","2015/01/30","Human",2010-12-01,"37.4315734","-78.6568942","Virginia","USA","Americas","PRJNA246471",2010,12,1
"GCF_001022235.1",NA,"SAMN03024583","NCBI","BD","University of Oxford","2015/01/30","Human",2012-04-01,"37.4315734","-78.6568942","Virginia","USA","Americas","PRJNA246471",2012,4,1
"GCF_001030715.1",NA,"SAMN03280220","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030745.1",NA,"SAMN03280221","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030795.1",NA,"SAMN03280224","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030825.1",NA,"SAMN03280225","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030835.1",NA,"SAMN03280226","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030845.1",NA,"SAMN03280227","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030875.1",NA,"SAMN03280228","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030905.1",NA,"SAMN03280231","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030915.1",NA,"SAMN03280232","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030935.1",NA,"SAMN03280233","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030945.1",NA,"SAMN03280234","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030985.1",NA,"SAMN03280235","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001030995.1",NA,"SAMN03280236","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031015.1",NA,"SAMN03280237","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031025.1",NA,"SAMN03280238","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031065.1",NA,"SAMN03280239","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031075.1",NA,"SAMN03280240","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031095.1",NA,"SAMN03280241","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031105.1",NA,"SAMN03280242","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031145.1",NA,"SAMN03280243","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031155.1",NA,"SAMN03280244","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031175.1",NA,"SAMN03280245","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031185.1",NA,"SAMN03280247","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031225.1",NA,"SAMN03280248","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031235.1",NA,"SAMN03280249","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031245.1",NA,"SAMN03280250","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031265.1",NA,"SAMN03280252","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031305.1",NA,"SAMN03280253","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031315.1",NA,"SAMN03280254","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031325.1",NA,"SAMN03280255","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031345.1",NA,"SAMN03280256","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031385.1",NA,"SAMN03280257","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031395.1",NA,"SAMN03280258","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031405.1",NA,"SAMN03280259","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031415.1",NA,"SAMN03280260","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031465.1",NA,"SAMN03280261","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031475.1",NA,"SAMN03280264","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031485.1",NA,"SAMN03280265","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031515.1",NA,"SAMN03280266","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031545.1",NA,"SAMN03280269","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031555.1",NA,"SAMN03280268","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031565.1",NA,"SAMN03280270","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031595.1",NA,"SAMN03280271","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031625.1",NA,"SAMN03280272","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031635.1",NA,"SAMN03280274","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031645.1",NA,"SAMN03280275","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031675.1",NA,"SAMN03280276","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031705.1",NA,"SAMN03280277","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031715.1",NA,"SAMN03280278","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031725.1",NA,"SAMN03280280","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031745.1",NA,"SAMN03280281","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031785.1",NA,"SAMN03280282","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031795.1",NA,"SAMN03280283","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031805.1",NA,"SAMN03280284","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031825.1",NA,"SAMN03280285","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031865.1",NA,"SAMN03280286","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031875.1",NA,"SAMN03280287","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031895.1",NA,"SAMN03280288","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031905.1",NA,"SAMN03280289","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031945.1",NA,"SAMN03280290","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031955.1",NA,"SAMN03280292","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031965.1",NA,"SAMN03280291","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001031995.1",NA,"SAMN03280293","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001032025.1",NA,"SAMN03280294","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001032035.1",NA,"SAMN03280295","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001032045.1",NA,"SAMN03280296","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001032075.1",NA,"SAMN03280297","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001032105.1",NA,"SAMN03280298","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
"GCF_001032115.1",NA,"SAMN03280299","NCBI","BD","Broad Institute","2015/01/09","Human",2014-01-01,"37.09024","-95.712891",NA,"USA","Americas","PRJNA271899",2014,1,1
