"Nombre_archivo_neris","Procedencia","Biosample","type","type2","Organization","PublicationDate","Isolation_source","Collection_date_ORG","Lat","Lon","City","Country","Continent","Bioproject","Collection_year","Collection_month","Collection_day"
"105KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"112KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"114KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"119KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"120KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"139KP-HG","","SAMEA7701921","NLSAR","NLSAR","Universitat de Valencia","2020/12/14","Human",NA,"40.463667","-3.74922"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"140KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"148KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"149KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"151KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"156KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"160KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"161KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"163KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"165KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"175KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"176KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"181KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"185KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"188KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"189KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"195KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"196KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"205KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"209KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"212KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"218KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"224KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"232KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"238KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"239KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"241KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"244KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"252KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"254KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"255KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"256KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"61KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"66KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"70KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"80KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"85KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"92KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",NA,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",NA,NA,NA
"HRA2_02","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_03","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-15,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,15
"HRA2_04","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_05","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-14,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,14
"HRA2_10","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-20,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,20
"HRA2_11","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,18
"HRA2_12","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_13","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_14","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-21,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,21
"HRA2_15","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_16","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-21,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,21
"HRA2_17","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-06-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,6,18
"HRA2_18","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-06-26,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,6,26
"HRA2_19","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-06-28,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,6,28
"HRA2_20","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,17
"HRA2_21","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,16
"HRA2_22","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,17
"HRA2_23","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,17
"HRA2_25","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-13,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,13
"HRA2_26","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,16
"HRA2_27","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-14,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,14
"HRA2_28","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-07,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,7
"HRA2_29","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-11,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,11
"HRA2_30","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-09,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,9
"HRA2_32","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-22,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,22
"HRA2_33","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-22,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,22
"HRA2_34","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-21,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,21
"HRA2_35","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-21,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,21
"HRA2_36","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,17
"HRA2_37","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,18
"HRA2_38","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-19,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,19
"HRA2_39","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,18
"HRA2_40","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_41","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_42","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,18
"HRA2_43","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,16
"HRA2_44","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-15,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,15
"HRA2_45","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-14,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,14
"HRA2_46","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-15,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,15
"HRA2_47","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-15,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,15
"HRA2_48","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-13,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,13
"HRA2_49","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-14,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,14
"HRA2_50","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-14,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,14
"HRA2_51","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-11,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,11
"HRA2_52","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-08,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,8
"HRA2_53","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-25,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,25
"HRA2_54","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-08,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,8
"HRA2_55","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-08,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,8
"HRA2_56","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-30,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,30
"HRA2_57","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-23,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,23
"HRA2_58","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-23,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,23
"HRA2_60","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-20,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,20
"HRA2_61","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,18
"HRA2_62","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,18
"HRA2_63","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-09-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,9,17
"HRA2_64","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-24,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,24
"HRA2_65","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-27,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,27
"HRA2_66","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-26,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,26
"HRA2_67","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-24,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,24
"HRA2_68","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,16
"HRA2_69","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-24,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,24
"HRA2_70","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-24,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,24
"HRA2_71","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,17
"HRA2_72","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-06-28,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,6,28
"HRA2_73","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,16
"HRA2_74","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-10,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,10
"HRA2_75","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-05,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,7,5
"HRA2_76","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-31,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,31
"HRA2_77","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-31,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,31
"HRA2_78","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-31,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,31
"HRA2_79","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-31,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,31
"HRA3_01","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,17
"HRA3_02","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,17
"HRA3_03","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,17
"HRA3_04","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,18
"HRA3_05","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,18
"HRA3_06","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,18
"HRA3_07","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,18
"HRA3_08","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,18
"HRA3_09","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-10,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,10
"HRA3_10","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,16
"HRA3_11","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-16,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,16
"HRA3_12","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-17,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,17
"HRA3_13","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-01,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,1
"HRA3_14","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-02,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,2
"HRA3_15","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-10,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,10
"HRA3_16","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-10,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,10
"HRA3_17","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-26,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,26
"HRA3_18","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-31,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,31
"HRA3_19","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-12-02,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,12,2
"HRA3_20","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-10-22,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2019,10,22
"HRA3_21","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,18
"HRA3_22","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2020-02-18,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2020,2,18
"HAV1_09","H. ARNAU DE VILANOVA","SAMEA8391943","NLSAR","NLSAR","Universitat de Valencia","2021/07/14","Human",2018-02-09,"40.463667","-3.74922","Valencia","Spain","Europe","PRJEB37504",2018,2,9
"HGV2_322","MED.INTERNA: HG HOSP GENERAL",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2017-11-23,"39.4684889","-0.4082964"," Valencia","Spain","Europe","PRJEB37504",2017,11,23
"113KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2016-04-11,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",2016,4,11
"HAV2_26","CAP L'ELIANA",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2018-07-18,"39.5666699","-0.5340538","Valencia","Spain","Europe","PRJEB37504",2018,7,18
"KP_HGUA03_148","HOSPITAL GRAL. UNIV. DE ALICANTE",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2018-04-13,"38.3634075","-0.4860627"," Alicante","Spain","Europe","PRJEB37504",2018,4,13
"HAV4_19","H. ARNAU DE VILANOVA",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-11-26,"39.4905515","-0.4036487","Valencia","Spain","Europe","PRJEB37504",2019,11,26
"HCV1_18","1 HOSPITAL CLINICO UNIVERSITARIO DE VALENCIA",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2018-03-02,"39.4788821","-0.3620572"," Valencia","Spain","Europe","PRJEB37504",2018,3,2
"HGE3_38","CAP ELCHE ALTABIX",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2018-11-21,"38.2699329","-0.7125608","Alicante","Spain","Europe","PRJEB37504",2018,11,21
"HGE4_10","CAP ELCHE L'ALTET",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-02-13,"38.2724407","-0.5396717","Alicante","Spain","Europe","PRJEB37504",2019,2,13
"HLF1_49","HOSPITAL LA FE",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2018-05-04,"39.4434752","-0.3760153","Valencia","Spain","Europe","PRJEB37504",2018,5,4
"HRA1_44","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2017-10-30,"39.4699075","-0.3762881","Valencia","Spain","Europe","PRJEB37504",2017,10,30
"109KP-HG","",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2016-04-01,"39.4699075","-0.3762881"," Valencia","Spain","Europe","PRJEB37504",2016,4,1
"HAV3_2","H. ARNAU DE VILANOVA",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-05-14,"39.4905515","-0.4036487","Valencia","Spain","Europe","PRJEB37504",2019,5,14
"HCV2_51","1 HOSPITAL CLINICO UNIVERSITARIO DE VALENCIA",NA,"NLSAR","NLSAR","Universitat de Valencia",NA,"Human",2019-07-02,"39.4788821","-0.3620572"," Valencia","Spain","Europe","PRJEB37504",2019,7,2
